"id","title","external_tags","targets"
ckgbkzsjl3656510p7lhtgfz7e,넥슨 면접에서 듣게 되는 질문 63가지(2018년 ver.),"[""n3"", ""게임"", ""넥슨"", ""넥슨 면접"", ""넥슨 면접 질문"", ""넥슨코리아"", ""잡플래닛""]","{커리어,게임}"
ckgfyj4tj1224810qijigp2sa3,[영문] 왜 나는 $500k나 받는 아마존을 떠났는가?,[],"{개발 일반,동기부여,커리어,비전공자 & 신입}"
ckmtxe63227028826pmiwl1koqi,다시 보는 2019 한국의 주요 IT 개발 컨퍼런스 모음,[],"{세미나,개발 일반}"
ckn8mklpb0462vqqyr2d5yeud,파이썬 날짜시간 모듈(datetime) 치트시트,[],{Python}
ckga5dv192555110nzqagii125,JDBC Internal - 타임아웃의 이해,"[""JAVA"", ""jdbc"", ""dbcp""]","{Java,네트워크,서버 / 백엔드}"
ckmyiiqad14830192dpm9obvfej3,"Goodbye, Clean Code",[],"{개발 일반,JavaScript}"
ckg6632gk4542610n1vr81zcdc,서버리스는 서버가 없는걸까? 8분 개념 설명!,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}, {""name"": ""코딩""}, {""name"": ""프로그래밍""}]","{비전공자 & 신입,개발 일반,클라우드}"
ckn8nrmnb30839nqym1vhxz4c,"10 Standout GitHub Profile READMEs",[],{Git / Github}
ckn8oca46172829nqy5duer7nu,Android Studio와 Android Emulator를 64비트 버전으로 이동해주세요,[],"{안드로이드,Kotlin}"
ckn8nu3hw55899nqyiww1x5c5,Spotify의 Squad 팀 모델은 실패였다 | GeekNews,[],{개발 일반}
ckn8obf92166609nqysuhuxg21,개발자를 위한 안드로이드 9 파이 (Pie)를 소개합니다,[],{안드로이드}
ckjxsftyg1132971ikluys33562,솔직한 피드백을 위한 환경 만들기,,"{개발 일반,기업 / 스타트업}"
ckn8nx25j86759nqyela7wl7h,Python GC가 작동하는 원리,[],{Python}
ckn8o8iib152609nqyw5f7w1jd,#git 왜 merge 실수로 희생된 커밋이 파일 로그에서 보이지 않나?,[],{Git / Github}
ckn8odhak180789nqybchon136,개발 환경에서 유용한 Docker 명령어 소개,,{데브옵스}
ckghas42q11024410qixwhnu6qd,"머신러닝 공부 순서, 방법 및 강의 정리",,"{비전공자 & 신입,머신러닝,데이터 과학}"
ckj1196wb48451hmu4d9in6u2,Ktor로 Todo 서비스 빠르게 만들기 | Popit,"[""소프트웨어"", ""kotlin"", ""ktor"", ""코틀린""]","{Kotlin,Framework,서버 / 백엔드}"
ckjw75wm03226981jpkgwivlrkl,AWS re:Invent 2020 Top Announcements 살펴보기 | Popit,"[""서비스소개"", ""aws"", ""reInvent2020"", ""reInvent""]","{클라우드,서버 / 백엔드,데브옵스}"
ckn8nza15107329nqy3rkdi4ug,SoundCloud 아키텍처의 진화 | Looah,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]",{아키텍처}
ckn8mjvrf0774v9qy43ct19n6,JVM 메모리 구조와 GC,[],{Java}
ckn8nyrnb102319nqyd8ob4aad,검색엔진과 DB Like 검색의 결과가 다른 이유,,{데이터베이스}
ckn8nyvus103739nqycxgko841,RESTful API 문서 만들기,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}, {""name"": ""스프링 REST Docs""}, {""name"": ""Spring REST Docs""}, {""name"": ""RESTful API""}, {""name"": ""Swagger""}, {""name"": ""스웨거""}, {""name"": ""asciidoc""}, {""name"": ""스프링""}, {""name"": ""Spring""}]",{서버 / 백엔드}
ckn8o4jmd135829nqyozri41o0,"Women of React Conf—Saturday, April 25, 2020",[],"{세미나,웹 프론트엔드,React}"
ckn8nyqpu101819nqyyk7te1yw,퇴사 후 회고 – 그때 그곳에는 무슨 일이 있었나,,{동기부여}
ckn8nstjt42079nqyonrypvye,"Servlet에 대한 개념없이 스프링을 했네요? (급하게 알아보는 스프링 기반 기술 Servlet, Servlet Context, Application Context, ...)",[],"{Framework,서버 / 백엔드}"
ckn8ntw7k53839nqyoi54x9ll,"GitHub의 Merge, Squash and Merge, Rebase and Merge 정확히 이해하기 : TOAST Meetup","[{""name"": {""name"": ""기타""}}, {""name"": {""name"": ""Git""}}]",{Git / Github}
ckghaknno10771310qipizjisui,카카오미니는 어떻게 스무고개 정답을 맞출까,"[""게임"", ""카카오미니"", ""AI""]","{데이터 과학,머신러닝}"
ckjl5xj2m8091781kpeh4tbsd1n,Mysql objects 개념 정리 for 개발자,[],{데이터베이스}
ckmx6464w109629026pmmd2l962l,"2019 하반기 회고",[],"{동기부여,기업 / 스타트업}"
ckgiooa6z3477110qn3ni9kr1z,[중급] Vim 에디터는 처음입니다만: 개발자를 위한 Vim 에디터 기초,[],{툴 / 생산성}
ckn8mk6hp1520v9qynh3rjq10,라즈베리파이4로 토이프로젝트용 서버 만들기 - 1편 | Integerous DevLog,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]","{Python,서버 / 백엔드}"
ckn8nr4p226319nqyn3xc6xz8,Spring WebFlux와 Armeria를 이용하여 Microservice에 필요한 Reactive + RPC 동시에 잡기,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}, {""name"": ""rpc""}, {""name"": ""Spring""}, {""name"": ""Spring WebFlux""}, {""name"": ""Armeria""}, {""name"": ""Microservice""}, {""name"": ""Reactive""}]","{Framework,서버 / 백엔드,아키텍처}"
ckn8mefnc1446smqyhnqg98ro,JPA 기반 테스트 코드 작성 팁 - Yun Blog | 기술 블로그,[],"{테스팅,Java}"
ckn8nuouz62459nqyuejx9s6q,"구글이 만든 Docker Container Orchestration 툴, Kubernetes 소개 | Popit","[""소프트웨어"", ""docker"", ""kubernetes"", ""k8s""]","{데브옵스,Kubernetes,툴 / 생산성}"
ckg65lslm4369510n1sxweho16,프론트엔드 기술 조감도 : Babel,"[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]","{툴 / 생산성,JavaScript,웹 프론트엔드}"
ckjtbxbya48631vpkl8pupo1p,LINE 트랜스코딩 서버 아키텍처 개선기 - 1,"[""Management/Operation"", ""Server-dev""]",{서버 / 백엔드}
ckm9yn6602015162dpmsfxzsgj6,FE개발자의 성장 스토리 02 : Babel7과 corejs3 설정으로 전역 오염 없는 폴리필 사용하기,"[""babel"", ""babel7"", ""core-js@3"", ""front-end"", ""frontend"", ""globalpollution"", ""javascript"", ""kakaotalk"", ""polyfill""]","{웹 프론트엔드,JavaScript}"
ckn8nwkjw81799nqyb0gb5r2f,KafkaKRU(Kafka 한국사용자 모임) 제3회 미니밋업,"[{""name"": ""kafka""}, {""name"": ""meetup""}, {""name"": ""support""}]",{세미나}
ckh4j7a3f982140yqougqlyq3t,웹 프로그래밍 스터디 - 2.웹서버 vs WAS,"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}, {""name"": ""웹서버""}, {""name"": ""웹프로그래밍""}, {""name"": ""톰캣""}]","{서버 / 백엔드,웹}"
ckkholq5l30131smgk17y6g4e,새로운 마크다운 파서가 필요한 이유 : TOAST Meetup,,"{웹,동기부여,웹 프론트엔드}"
ckg8uo6ys1194310o3z6isjazi,천만 명의 사용자에게 1분 내로 알림 보내기 (병렬프로세스의 최적화),"[{""name"": {""name"": ""백엔드""}}, {""name"": {""name"": ""서버 & 클라우드 & 아키텍쳐""}}]","{개발 일반,서버 / 백엔드,Performance}"
ckjl5wzsv8090911kpel389q8fk,"2020년과 이후 JavaScript의 동향 - JavaScript(ECMAScript)","[""javascript"", ""ECMASCRIPT""]","{비전공자 & 신입,웹,JavaScript,웹 프론트엔드,개발 일반}"
ckj14h4ju22241tpatfu1nm4a,"2019 Google IO - What's New Android 살펴보기",[],"{Kotlin,세미나,Java,안드로이드}"
ckn8nswzg43099nqy2240nfxh,초보자를 위한 Vim 입문서VIM을 사용하자,[],"{툴 / 생산성,비전공자 & 신입}"
ckhem1v6r10001810mfemyqifoh,"10 Rules of Thumb in UI Design",[],{UI/UX}
ckn8nrcjp28439nqymzdcmhjo,JavaScript 재입문하기 (JS ​튜토리얼),"[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]",{JavaScript}
ckn8o35q7126779nqydnq8xqan,You-Dont-Need-jQuery,,{웹 프론트엔드}
ckg7rzugr4532410p68rc2qoyq,실용적인 프론트엔드 테스트 전략 (2) : TOAST Meetup,,"{웹 프론트엔드,테스팅}"
ckg0hu54t509910oz6s5wtpav,GraphQL 개념잡기,"[{""name"": ""graphql""}]","{서버 / 백엔드,웹 프론트엔드}"
ckjw6wvn33192631jpkgwjz673t,(번역) 랜더링 성능을 향상 시키는 새로운 CSS 속성 content-visibility,[],"{UI/UX,웹,웹 프론트엔드}"
ckn8nuqp963309nqy9cge2d1v,Spring Guide - Domain 객체 가이드 | Popit,"[""소프트웨어"", ""DDD"", ""Spring"", ""JPA""]","{Framework,서버 / 백엔드}"
ckgbpirrm5841710p7tt29zzvh,개발 컨텐츠 공유 서비스 - 파일럿 프로젝트,[],{비전공자 & 신입}
ckghnynsl17349010qi7n2bar54,[영문] Docker 교실 - training 리스트,[],{데브옵스}
ckg7r76vv3902610p6k178n5cy,"User-Agent Client Hints의 도입, UA 프리징을 대비하라","[""User-Agent Client Hints"", ""UA프리징""]","{JavaScript,웹 프론트엔드}"
ckn8meguf1566smqyuxpcse8m,외부 인프라스트럭처 테스트 - Yun Blog | 기술 블로그,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{테스팅}
ckga5z9ae3638810nzf5d1o5gu,Socket.io-Client for Unity3D 소개,,"{게임,유니티}"
ckn8o1xzc120659nqy3ckvvcy0,리눅스 서버의 TCP 네트워크 성능을 결정짓는 커널 파라미터 이야기 - 1편 : TOAST Meetup,,"{리눅스,Performance,서버 / 백엔드,네트워크,운영체제}"
ckn8nvior70249nqy25uwn0ks,Postman과 GitLab CI 연동하기,,"{데브옵스,Git / Github}"
ckmx64dts11817992dpmn2osoauz,"10 New JavaScript Features in ES2020 That You Should Know","[""JavaScript"", ""Ecmascript""]","{웹 프론트엔드,JavaScript}"
ckn8odpm8182929nqy943woz8t,Spoqa Design Month : Portfolio Review를 돌아보며,,"{비전공자 & 신입,커리어}"
ckn8n183r1299yxqye6nh3ues,"Now You See Me: How To Defer, Lazy-Load And Act With IntersectionObserver — Smashing Magazine","[""API"", ""JavaScript"", ""Performance""]","{JavaScript,Performance}"
ckn8oavtv162149nqy1q079pep,Actions on Google이 16개의 언어와 Android 앱 통합 및 더욱 향상된 위치정보 기능 지원합니다.,[],"{안드로이드,Kotlin}"
ckmx6da9a11922492dpmx4ljbcgr,Bottlerocket in Production Kubernetes Cluster,,"{데브옵스,Kubernetes}"
ckmk99ybr34979326pmrgfvb6w1,확장하기 쉬운 코드가 아니라 삭제하기 쉬운 코드를 작성하자,"[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}]","{개발 일반,비전공자 & 신입}"
ckn8oe3zk186029nqyjfve1l4b,Azar Mirror 서버 제작기 2편 - Istio와 함께하는 Traffic Mirroring,,{서버 / 백엔드}
ckn8nqnti19789nqy52kr0kxm,개발자의 이직 가이드 (이직 초급자용),"[""이직"", ""개발자"", ""가이드""]",{커리어}
ckn8o3d0l127879nqyw26ypzco,What’s New in Webpack 5,"[""JavaScript"", ""Webpack"", ""React"", ""Programming"", ""Frontend Development""]","{React,JavaScript,아키텍처,웹 프론트엔드}"
ckjavijn12374451kpetfr0k4nv,"11 Weeks of Android: 게임, 미디어, 5G","[""Android"", ""Google Play""]","{네트워크,안드로이드,테스팅,유니티}"
ckn8f1sqb85971626pcjxszj557,KafkaConsumer Client Internals,"[""kafka"", ""KafkaProducer""]",{서버 / 백엔드}
ckghoe2wz17640910qivdb3tl00,PgDAY 2018 Seoul | PostgreSQL로 배우는 SQL 기초,,"{세미나,데이터베이스}"
ckn8nui1j59569nqyjh9anbu1,Builder 기반으로 객체를 안전하게 생성하는 방법 | Popit,"[""소프트웨어"", ""아키텍처 및 설계"", ""Spring"", ""UnitTest""]",{보안}
ckgblsqft4123710p7g8tef0q6,HTTP/3는 왜 UDP를 선택한 것일까?,[],"{네트워크,웹}"
ckn8nub7357379nqygeu8m1y7,[Java] NIO 기반 입출력 및 네트워킹 - TCP 블로킹 채널,[],"{네트워크,Java}"
ckgfyw6sc1791010qi0508qng0,나는 그동안 무엇으로 성장했을까?,,"{동기부여,비전공자 & 신입,개발 일반}"
ckghps72518792610qij5mwzkea,메인 데이터베이스 IDC 탈출 성공기,,{데이터베이스}
ckjnmffl19930051kped5ilir9l,  개발자 비급(祕笈) – 4. 팀장이 아니지만 괜찮아 :: Channy's Blog,[],"{개발 일반,기업 / 스타트업}"
ckgg6bv545219710qixt9iutvy,iOS 프리랜서로 산다는 것,,{iOS}
ckjw9xdw43514481vpkajz737r9,"CI/CD(지속적 통합/지속적 제공): 개념, 방법, 장점, 구현 과정",[],"{서버 / 백엔드,데이터 과학,데브옵스,개발 일반}"
ckn8mjmhq0291v9qyqqpgnj1w,도커 Docker 기초 확실히 다지기,[],{데브옵스}
ckn8nv3kr66569nqyri1zzxvq,UI 라이브러리 개발기,,{UI/UX}
ckgk8h3hb3365510qm18t7csey,[포트폴리오] 👨‍💻 나만의 개발자 포트폴리오 만들기,[],"{커리어,비전공자 & 신입}"
ckkdbisqt4945921uquemuxrdgk,ADT 활용 예제1: MySQL Shard 데이터 재분배,"[""adt"", ""almighty-data-transmitter"", ""devops"", ""mysql"", ""opensource"", ""sharding""]","{데이터베이스,개발 일반}"
ckg90a6u51848910o3ud03k94j,[번역] 내가 StackOverflow를 사용하는 방법,"[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}]",{개발 일반}
ckn5rps683369522dpc12t2tyrd,아무 관심 없던 @Retention 어노테이션 정리(RetentionPolicy SOURCE vs CLASS vs RUNTIME),[],{Java}
ckg7rvort4438810p62il8ysrf,Java NIO - 1. 왜 자바의 IO 패키지는 느린가?,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{Java}
ckn8odv68184249nqyvhb0p16e,Google I/O 2019 참관기,,"{세미나,개발 일반}"
ckghkjg1u15931110qir78bi8o8,[번역] 뛰어난 데이터 사이언티스트를 나타내는 벤 다이어그램,[],{데이터 과학}
ckgbm3fck4371910p73yujwsh1,postman 활용                ,"[""postman"", ""api"", ""test""]",{서버 / 백엔드}
ckn8nscc337359nqy6llj27hn,[Network] HTTP 헤더의 종류 및 항목 - Heee's Development Blog,[],"{아키텍처,네트워크,웹}"
ckga5tjjf3176110nzl1fci8bb,FrontEnd Application에서 Null 다루기,"[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]","{JavaScript,웹 프론트엔드}"
ckg5ztdeb2549410n1ue22nh89,카카오가 ‘카카오 아레나'를 하는 이유,"[""competition"", ""contest"", ""Data"", ""developer relations"", ""dr"", ""kakaoarena"", ""machine-learning"", ""recommendation""]","{개발 일반,데이터 과학,머신러닝}"
ckn8odeir179989nqyfrze54n4,flake8-import-order-spoqa,,{Python}
ckjw9wi923512731vpkwqnjxssn,Torch DQN 강화학습 소개 | Popit,"[""소프트웨어"", ""해외글 요약"", ""데이터분석"", ""머신러닝"", ""deeplearning"", ""torch""]",{머신러닝}
ckn8mxerj0177yxqyr46yykje,Vue.js: The Documentary,"[""documentary"", ""software developer"", ""software engineer"", ""dev"", ""graphql"", ""developer"", ""open source"", ""coding"", ""vuejs"", ""tutorial"", ""dev tips"", ""web developer"", ""web development"", ""programmer"", ""front end"", ""back end"", ""full stack"", ""php"", ""web design"", ""reactjs"", ""react"", ""angular"", ""angularjs"", ""vue"", ""Evan You"", ""Shanghai"", ""Alibaba"", ""Baidu"", ""leveluptuts"", ""netlify"", ""sarah drasner"", ""scott tolinski"", ""nuxtjs"", ""google"", ""google creative labs"", ""taylor otwell"", ""laravel"", ""new york"", ""meteorjs"", ""apollo"", ""Josiah McGarvie"", ""Honeypot"", ""vue vs react"", ""vue vs angular""]",{웹 프론트엔드}
ckhk7gc759951210ldlu1vmz7i,네이버 주식 일자별 매매동향 정보 파이썬으로 한번에 가지고 오기(1),[],{Python}
ckg5zahpe2281910n1pxg21bqp,JDK 13 둘러보기,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{Java}
ckhbmvekg713310qbladkfv5q,ansible & awx (설치부터 기본활용 및 TCD 연동까지) : TOAST Meetup,,"{데브옵스,서버 / 백엔드}"
ckn8noqui00149nqy8sfjvfg4,"RESTful, Stateless, HATEOAS 그리고 Passport",[],{서버 / 백엔드}
ckn8nx41m86939nqyw9dhf1ox,Ajax & CORS Overview,[],"{웹,보안}"
ckn8o0r1v113659nqyd40vs3ha,분산 데이터베이스 환경에서 RoutingDataSource 사용 시 JTA를 이용한 트랜잭션 처리,"[""JAVA"", ""분산처리"", ""JTA""]","{데이터베이스,Java}"
ckj7uw9i12723211hs6ld5y6or7,데이터 아키텍처의 변화,[],"{서버 / 백엔드,클라우드,데이터 과학,데이터베이스}"
ckghqf3vc558110qnczvaef2q,Behavior Tree를 알아봅시다,"[""Behavior Tree"", ""summer homework""]","{알고리즘,컴퓨터 과학}"
ckmye8gsq14293752dpm1fcb5exc,시계열 데이터를 분석하여 미래 예측(Anomaly Detection) | Popit,"[""소프트웨어"", ""데이터분석"", ""서비스 운영"", ""Python"", ""facebook"", ""elasticsearch""]","{Python,머신러닝,데이터 과학}"
ckn8ntu8653179nqykip4472v,Adding Amazing Transitions to Your Android App Easily Using Material Motion,"[""Android"", ""Kotlin"", ""Material Design""]","{Kotlin,안드로이드}"
ckkqhczg61289241zpghvwlef5u,문제를 해결할 때 사고가 중요한 이유,"[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}]","{개발 일반,동기부여,IT 이야기}"
cklhnfbjl12175622dp93bcslbd2,iOS  ) UIKey,[],"{iOS,모바일}"
ckn8nq50413669nqyv8sarqfx,GitHub Actions 소개 :: Outsider's Dev Story,[],"{아키텍처,Git / Github}"
ckn8ntycr54639nqy18tqqqko,Big things in JDK 12 : TOAST Meetup,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{Java}
ckgbp98225547510p7b1ia1g87,"경력자가 1년차 개발자로 되돌아간다면, 어떤 것에 집중할 것인가?",[],{비전공자 & 신입}
ckgj75qul102340yl50ztp85pc,개발자가 가지고 놀 만한 ‘똑똑한 API 17종’,[],{개발 일반}
ckknfv8sq3507751smgveyv1z0n,React: #1 React의 탄생배경과 특징,"[""React"", ""Front End"", ""Web""]","{컴퓨터 과학,웹 프론트엔드,React}"
ckn8o5h6b139809nqye1uj9wnq,마이크로 서비스에서의 테스트 환경 구축 | Popit,"[""소프트웨어"", ""마이크로서비스"", ""MSA"", ""테스트""]","{아키텍처,테스팅}"
ckn8mdtzj0050smqyqo0vmu21,Docker에 대해 알아보자(이론편) | DrakeJin,[],{데브옵스}
ckn8nt15644719nqyus3viyhu,Spring Batch의 멱등성 유지하기,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]","{Framework,서버 / 백엔드}"
ckjw8lv7g3349141vpk5lm7oql3,한국어 형태소 분석기 성능 비교,[],"{Python,데이터 과학}"
ckgkn5asn4118910o60e2pabl4,"HTTP/3: 과거, 현재 그리고 미래","[""Korean"", ""HTTP3"", ""QUIC"", ""한국어"", ""창립기념일 주간"", ""보안"", ""제품 뉴스""]","{네트워크,웹}"
ckn8o2o4o123729nqyly3wu8jd,The definitive guide to JavaScript Debugging [2021 Edition],[],{JavaScript}
ckga5tk053178310nz26q8lep0,자바스크립트 프레임워크 소개 4 - React,,"{JavaScript,웹 프론트엔드,Framework,툴 / 생산성}"
ckn8nqjdu18029nqy8c8vfuw2,해외에서는 UX 프로젝트를 어떻게 진행하나? ,"[""UX"", ""디자인"", ""UI""]",{UI/UX}
ckn8nurl163659nqya8e3v93b,흔들리는 도커(Docker)의 위상:  OCI와 CRI 중심으로 재편되는 컨테이너 생태계,[],{데브옵스}
ckn9xlua1774022ds4ghismyee,react-dev-inspector,,"{오픈소스,React}"
ckisg0m6v101201hqvidkd9xqh,링크드인이 카프카를 직접 개발한 이유 - 테크잇,"[""카프카, 오픈소스, 링크드인""]","{아키텍처,데이터베이스,서버 / 백엔드,Performance,개발 일반}"
ckgfybsvq882110qixacko8sp,[MeltingCon 2018] 기술서 번역이 개발자의 삶에 미치는 영향에 대하여 - 신상재,"[""MeltingCon 2018"", ""신상재"", ""번역"", ""기술 번역"", ""개발자"", ""기술서 번역이 개발자에게 미치는 영향에 대하여""]","{세미나,비전공자 & 신입,동기부여,개발 일반}"
ckm9wi82y1627242dpmcovvgap7,KSP(Kotlin Symbol Processing) 알파를 소개합니다,"[""Android""]","{안드로이드,Kotlin}"
ckih1k3yi17961itinzsoe4n9,React 이해하기,[],"{JavaScript,웹 프론트엔드,툴 / 생산성,비전공자 & 신입}"
ckn8nt1p045039nqydjr26s50,JPA exists 쿼리 성능 개선,[],"{Java,Performance}"
ckn8odoub182749nqyiqspi3k6,사기 높은 팀을 만드는 해피아워,,{기업 / 스타트업}
ckkq4rszh753491ipgc3wfaebz,스타트업 개발자 혼자 빠르게 싸게 서버 구축하기 - 1편 | Popit,"[""소프트웨어"", ""WordPress"", ""스타트업"", ""개발자""]",{개발 일반}
ckgak294h727110p7utztyra1,"Protocol Buffer 원리로 배우는 고성능 직렬화, 역직렬화 전략! Protocol Buffer 예제 테스트(구글이 쓰는 이유가 있었네)",[],{개발 일반}
ckgbpyafr128510ph6jyl02tg,기존의 사고 방식을 깨부수는 함수형 사고,[],"{아키텍처,개발 일반}"
ckn8oe2rb185709nqyup7i6hco,Azar Mirror 서버 제작기 1편 - 인프라 개선을 두렵지 않게 하는 테스트 환경 만들기,,"{테스팅,서버 / 백엔드}"
ckn8mk0er1125v9qycgqodlcj,컨테이너 내부 Go 애플리케이션 디버깅하기,[],{Go}
ckmzm0p3c16393962dpm6k25ue5r,Unity 의존성을 통한 에셋 관리로 생산성 향상 : TOAST Meetup,,"{유니티,툴 / 생산성}"
ckg7r99l63946710p6gwbmdnlg,입사 후 6개월 동안 달라진 것들 - 2020 신입 온보딩 과정 그 후의 이야기,"[""2021"", ""2021-new-krew"", ""related-blind""]","{비전공자 & 신입,기업 / 스타트업}"
ckk4osgeq5755881tkl3tc2pva8,[JS] 한글도 지원하는 퍼지 문자열 검색,[],"{개발 일반,JavaScript}"
ckn8odd5c179649nqyiabkre8s,키오스크형 터치 UI에서 더 나은 스크롤 방향은 무엇일까?,,{UI/UX}
ckn8ntg7a48569nqy17j62ndl,크롬 개발자 도구 101,[],{툴 / 생산성}
ckn8odk6f181589nqyhost0tho,변화하는 웹 플랫폼 따라가기,,{웹}
ckn8o1kxv118259nqy2fybuicx,"0.7KB로 Vue와 같은 반응형 시스템 만들기 : TOAST Meetup",,{웹 프론트엔드}
ckn8nxzp794779nqyoup59sxc,MariaDB Binlog을 이용한 변경사항 추적,,{데이터베이스}
cklrcdhnz9385542dm5m3uzigck,Clean Code,"[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}]",{개발 일반}
ckga3oph6980510nz7kgayhfe,Java null survival guide,"[{""name"": {""name"": ""언어 & 프레임워크""}}, {""name"": {""name"": ""Java & Spring""}}]",{Java}
ckn6z7i9s5719332dpc1739hafx,[Swift4][ReactiveX]RxSwift를 직접 구현해보기 - Sink,[],{iOS}
ckmu0ou0l4192702dpm0l1ezrv8,[번역]넷플릭스 안드로이드 앱 아키텍쳐 - Netflix Shows The Future of Android Architecture,[],"{안드로이드,아키텍처}"
ckgfyvxy01783310qi2dnz2gc2,머신러닝 용어집  |  Google Developers,"[""머신러닝"", ""용어집""]",{머신러닝}
ckn8mk2xu1305v9qyfvv0fixm,(Docker) Spring Boot Application Image 최적화하기,"[""Spring Boot"", ""Docker""]","{데브옵스,서버 / 백엔드,Framework,Performance}"
ckn8nyz5h104769nqy2xck4xeq,"[EP.09] 라인의 '앤트맨', 미디어 압축의 슈퍼히어로 백준식 님  | 라인개발실록","[""라인"", ""라인개발자"", ""LINE"", ""LINE 개발자"", ""LINE 개발"", ""라인 개발"", ""개발자 채용"", ""미디어 최적화"", ""미디어 압축"", ""HEIF"", ""서버 개발자"", ""미디어 프로세싱"", ""LINE DEV"", ""LINE Developers"", ""백준식"", ""라인개발실"", ""라인개발실록""]","{Performance,개발 일반}"
ckn8o562e138619nqy2qxjhexu,글쓰는 개발자가 되자. | Popit,"[""소프트웨어"", ""글쓰기"", ""개발자""]",{동기부여}
ckjw8hj0s3353261jpkvnw9usuk,‘제5회 구글플레이 인디 게임 페스티벌’ Top 3 개발사가 선정됐습니다! ,[],"{IT 이야기,기업 / 스타트업}"
cklkjopgp1353532dm50t676iqn,Cross Domain API 서버 구성 시 몇가지 삽질 | Popit,"[""소프트웨어"", ""Rails"", ""CSRF"", ""CORS""]","{서버 / 백엔드,웹,네트워크,개발 일반}"
ckjtanf77485621mo58gi6cchq,더 크게 보는 Android: 대형 화면에 최적화된 환경을 구현하는 방법,"[""Android""]","{모바일,UI/UX,안드로이드}"
ckg8zyjdm1732510o3kz6zk2q3,"2년차 서버 개발자가 바라본 LINE의 개발 문화","[{""name"": {""name"": ""개발 일반""}}, {""name"": {""name"": ""개발 문화/철학/방법론""}}, {""name"": ""Dev culture""}, {""name"": ""LINE Careers""}]","{기업 / 스타트업,비전공자 & 신입,개발 일반}"
ckmvbb9la7001732dpmaj7r05jl,클라우드와 구독형 서비스는 무슨 관계인가? | Popit,"[""소프트웨어"", ""서비스 운영"", ""아키텍처 및 설계"", ""SaaS"", ""클라우드 컴퓨팅"", ""구독형 서비스""]","{아키텍처,클라우드}"
ckgamszj31891110p7i29gwksb,Bash 입문자를 위한 핵심 요약 정리 (Shell Script),[],{툴 / 생산성}
ckg7s0itb4547810p6wy4m1z94,실용적인 프론트엔드 테스트 전략 (3) : TOAST Meetup,,"{테스팅,웹 프론트엔드}"
ckga5d4a82536110nza2h1imq0,WEB Firewall 서비스 소개 (TOAST Service 들여다 보기) : TOAST Meetup,,"{보안,웹}"
ckn8n0maf0967yxqy1wslzfsl,What's New in Lighthouse 6.0,"[""Performance"", ""Lighthouse""]","{아키텍처,웹,Performance}"
ckn8obrqv169609nqy7c15ykda,Google Play의 64비트 요구 사항에 맞춰 앱을 준비하세요,[],{안드로이드}
ckg91kvfq3056110o3tv4qkh5s,<번역>앱의 프론트엔드 성능을 향상시키는 방법 - 5가지 코딩 팁,"[{""name"": {""name"": ""프론트엔드""}}, {""name"": {""name"": ""Javascript 관련""}}]","{웹 프론트엔드,JavaScript}"
ckghbhngw11817110qibaj5ra2o,인공지능(AI)과 머신러닝(ML)  학습 경로,[],"{데이터 과학,머신러닝}"
ckn8nwtvg83859nqyanclsby8,Docker + Jenkins,[],{데브옵스}
ckn8o9z9q158069nqygwi5xo5o,프로젝트 템플릿을 모아두는 github 저장소를 만들었다,[],{Git / Github}
ckghbex1611722710qiwr5pau4o,"2019년 주목받은 AI 이슈 모음","[""AI"", ""인공지능"", ""딥러닝""]","{머신러닝,데이터 과학}"
ckn8nqexz16759nqy1u6qry74,"Free Programming Books; HTML5, CSS3, JavaScript, PHP, Python...",[],"{Python,웹 프론트엔드,JavaScript,웹}"
